Id,Sales
1,4407.188783924736
2,7627.837168751431
3,9426.607735167376
4,6910.032048977763
5,7063.935659502172
6,6334.4831578403155
7,7612.150353621438
8,7598.793337977154
9,5521.835337741799
10,5626.6128693942155
11,6881.189383871214
12,8047.106582676166
13,6892.917332839153
14,9010.795415870629
15,5520.97403751159
16,4672.928396557277
17,5693.608089382734
18,9405.507771117906
19,10983.124528029944
20,9176.587057955698
21,7692.983282677264
22,4974.29856781972
23,5929.099303277219
24,4396.091717667825
25,8054.34104035603
26,10980.055953872388
27,8982.646756724182
28,5990.108387704594
29,4880.263015789456
30,4594.843551983367
31,5582.048867262691
32,10499.728377094005
33,6501.501601065031
34,5522.56125152196
35,5341.59881969653
36,7242.232378447575
37,3695.273462849759
38,8034.511432926225
39,4735.651339821128
40,7039.619331906779
41,6785.022244389718
42,5700.33534956833
43,7762.271389092381
44,6862.218210080945
45,5051.326529757097
46,6712.9048030258955
47,7374.323705310791
48,11549.264729567802
49,5904.137199722861
50,8515.502391676575
51,7352.866885548155
52,9215.628840376074
53,7000.316771278927
54,9235.429501777251
55,4727.444094371083
56,5084.489782224313
57,6257.968085370767
58,6055.154102948436
59,9546.509468016235
60,7814.750399407425
61,5892.319147960564
62,8128.557007345194
63,6686.271505114507
64,9720.730025942868
65,3888.1345089812007
66,13608.479552843979
67,4757.582422764102
68,5967.272614071878
69,8577.928768121716
70,4830.561053384113
71,6292.73695311364
72,6153.988735525209
73,7728.232406750508
74,5516.427918545368
75,5273.617415111004
76,7611.308638222795
77,7791.8355258242245
78,7095.013523405629
79,4857.032479249426
80,7648.130379858647
81,11492.64210001486
82,6746.482148696459
83,4621.450913549544
84,6801.091410885724
85,6416.840452478066
86,5591.071138152058
87,7410.867211689831
88,3955.7992356853224
89,8056.747769765882
90,6139.9536696714695
91,6831.856478793658
92,7240.900202510864
93,4050.8527362017408
94,6056.108976992277
95,5233.718492776973
96,8278.522948552065
97,8300.125473037544
98,5222.646407667216
99,4723.668212855494
100,6984.917535462735
101,5895.48792284965
102,5445.618427113361
103,7248.064640890092
104,6539.200276375037
105,7424.488618592866
106,5823.19218889165
107,4482.828584586014
108,6420.426288591117
109,8147.072738793767
110,7901.504602429101
111,7975.580064787134
112,7807.074720012863
113,5595.930727674668
114,9544.45841125217
115,5793.458171198726
116,7128.065482780945
117,9177.930550825507
118,6390.415689744211
119,10140.095581890824
120,7824.724685502265
121,7647.61332529507
122,6069.124159530752
123,7426.132965833379
124,7889.0910026628
125,6528.891460501519
126,3904.826651982289
127,5575.420056574201
128,8404.611596005108
129,6670.599846086755
130,4556.438449432333
131,8407.980761183746
132,6588.860593125264
133,5621.414533129354
134,6351.491214240199
135,5396.690656416865
136,7460.398571101368
137,7527.700696483506
138,6882.2097118237825
139,5302.891927870363
140,4812.015533371417
141,6261.424935289042
142,3841.8627700130883
143,6431.243381124584
144,5317.379791992656
145,9071.526707774023
146,7216.880474183619
147,6351.838294308989
148,10924.028930352019
149,5405.6428279027605
150,4809.293867753862
151,10347.573081265522
152,6892.484202999491
153,8200.165760460572
154,7484.586933242732
155,5579.2115850972705
156,6524.298198277746
157,5564.510795606434
158,8175.4135266490175
159,11687.55566665954
160,6087.592929252216
161,3351.349799051587
162,4648.929389497151
163,8504.785430579259
164,8832.470708953178
165,5954.007916006546
166,6524.6446274354275
167,5084.172937852474
168,4957.5519694397335
169,3409.933589420273
170,5297.288717454126
171,6331.4076058421
172,7237.3506832287285
173,7083.813790179295
174,6458.036448766799
175,7696.575743625798
176,9237.029177107253
177,7974.433344523678
178,4701.658904476967
179,9763.499482277814
180,9970.546564206988
181,5870.220392577488
182,7166.5879853473325
183,5433.994406505213
184,6381.746852167941
185,4405.698332196409
186,7063.735333528214
187,4954.317568262595
188,9203.781380397771
189,7433.740044571425
190,8120.349812940111
