Id,Sales
1,4663.3561379504945
2,7315.686849378203
3,9384.88615658265
4,6449.155741557841
5,6908.404327637462
6,5909.666801547817
7,8247.18321485615
8,8044.850008132508
9,5682.2181254340685
10,5791.113561821202
11,7064.856311118175
12,8155.197082092433
13,7004.987765737033
14,8159.867710899058
15,5957.144748305401
16,4912.7128535666025
17,5893.152411339969
18,10013.36553661343
19,11324.14136540236
20,9954.486415110732
21,7825.371782380603
22,4628.726481110296
23,6345.973907104022
24,4750.033522194459
25,8623.123059184749
26,10382.323472421147
27,9679.210253345058
28,6390.254039275295
29,4949.511008786076
30,4911.115266352067
31,5535.6236471152115
32,10853.63329356852
33,7089.809239307349
34,5697.268583476077
35,5856.019999362262
36,7368.348116848945
37,4084.3393514438703
38,7780.254228844843
39,4842.571816692264
40,7087.1376327378375
41,7467.138735670238
42,5623.795230984946
43,7741.854738249691
44,6672.67344501431
45,4937.740247543812
46,7003.97733204937
47,7157.964359736737
48,11748.39977612324
49,6363.6275639467995
50,8225.456067258798
51,7870.270645836384
52,9578.260816088023
53,6704.85321307518
54,9779.637191160937
55,4838.399939656918
56,4893.8441168615955
57,6350.010085703905
58,6373.796740151005
59,9647.582854355354
60,7808.420079244362
61,5894.109584825223
62,7824.812413847466
63,7126.739218793806
64,10192.35711664578
65,4256.095893003417
66,13869.936688269263
67,4894.1597675398025
68,6271.932543618771
69,8643.408606783518
70,5834.219196592323
71,6294.688340005613
72,6470.174766229984
73,7651.404717695844
74,5527.2556668576935
75,5488.9353597032705
76,8168.75992269608
77,8010.121989132653
78,7242.284288421419
79,4912.7275218624345
80,7343.268824999655
81,11367.123892373726
82,6794.783045748737
83,4876.144353237565
84,7065.841849359552
85,6326.867284942782
86,6205.598367273472
87,7646.70698260171
88,4144.064497903715
89,8108.086973934724
90,6366.4443197190285
91,7185.985414448739
92,7405.716329054188
93,4855.825600691883
94,6576.848796095423
95,5537.663422352929
96,7946.490483871163
97,9177.598246801464
98,5392.205007758982
99,5283.36500302068
100,6491.303498773467
101,6262.3936477164525
102,5877.594321073965
103,8250.21669299926
104,6822.811351446935
105,7620.900100245785
106,5970.815165027863
107,4745.559277979336
108,6929.0675105673245
109,8097.172713238631
110,8554.393205447132
111,8160.412427231495
112,8835.154975917945
113,5867.844761622222
114,8719.880278957005
115,5943.291104205766
116,7630.122196780516
117,9312.157270070602
118,7074.777838982534
119,10095.81829740629
120,8256.519813481264
121,8107.331743078923
122,6188.962875468606
123,7511.853299255634
124,8137.763846422879
125,6421.811930107822
126,4151.672793778638
127,5862.818464020632
128,8240.563227648974
129,7003.9636126959
130,5379.473579285111
131,8825.982109812461
132,6914.358144572668
133,6353.15508353055
134,6689.388869493233
135,5510.583072921823
136,7528.542358435507
137,7436.170796366386
138,7005.223712996326
139,5546.914442836613
140,5052.428799229909
141,6837.54758900095
142,4102.444929365029
143,6632.81202446571
144,5388.912423613808
145,9083.495259055333
146,7232.138242269198
147,6929.185110655019
148,11144.263162834053
149,5857.789994296695
150,5308.271930163964
151,10513.415577332245
152,7082.9024101296045
153,8300.509525930893
154,8099.30010775542
155,5545.755572155387
156,6434.358991240411
157,5922.674364879341
158,7401.379472752434
159,11606.945834112174
160,6243.271114000858
161,3400.1376081411
162,5071.6921717927025
163,8419.24420625609
164,9631.613572248803
165,6382.688654843775
166,7177.058634328169
167,5020.918527070076
168,5308.694738442785
169,3256.4283176963895
170,5253.60159398681
171,6590.0330870412
172,7663.849154525275
173,7281.0545814818925
174,6449.924935587596
175,8188.857192505245
176,9284.877750320771
177,7685.577121160427
178,4936.900904491068
179,9713.026586870454
180,10474.734898218696
181,6224.532499909221
182,8131.705907952146
183,5354.150985368835
184,6836.378702409554
185,4441.071907371691
186,7225.981248543311
187,5444.284578036192
188,9339.803820447753
189,7296.547499018575
190,8872.173176759748
191,8455.352155273511
192,5601.940255296875
193,8958.46694103386
194,20266.37431608595
195,11047.462198993877
196,5905.795958554358
197,3205.0380302396584
198,6461.064945816034
199,9104.977370248449
200,6140.177805901362
201,12839.31718215569
202,19232.36861295787
203,4241.50437991183
204,5445.3816857293405
205,10070.11346848733
206,4993.376253847432
207,9251.1514904789
208,6711.555504066594
209,7540.823562858476
210,5209.05573462963
211,7495.487893325636
212,6568.176047605554
213,7555.208076486609
214,9389.216370056985
215,6549.959757776795
216,6431.048049327278
217,7302.44310143025
218,5850.389126828028
219,5500.146153633925
220,8196.104998175108
221,5988.639602481827
222,6384.423649778525
223,7168.824361736263
224,6082.329726936989
225,5515.318640742173
226,7248.755337679195
227,7143.888446840454
228,8835.210780693009
229,6603.889672312428
230,7299.523039623133
231,6168.163862036988
232,4112.84346902983
233,6657.008555683766
234,7307.499524216922
235,5891.475447358192
236,4604.691988152278
237,9765.441223580607
238,7182.03634281406
239,9157.153734841238
240,7000.687687444842
241,6121.649888301138
242,5481.77302097054
243,4864.752294776539
244,10084.538030953914
245,5638.245367212709
246,8141.932439162733
247,14926.744035471058
248,7707.631662739034
249,6968.658491559465
250,5528.980014944542
251,4885.120506635167
252,7096.804880534276
253,4274.607035716925
254,6089.8655260298265
255,10218.70507255951
256,5844.66627761209
257,16336.41180730761
258,14701.173512089981
259,5230.659585751665
260,7405.4221017508125
261,5494.211589141619
262,7110.35868638157
263,5921.135592504922
264,11093.85335631631
265,7680.4212779164
266,8849.978774195057
267,4846.149674948375
268,7258.69297145781
269,4924.226280167239
270,9040.955156441409
271,7115.737845861413
272,6385.829503554506
273,7115.213097097872
274,6102.4431998016935
275,8620.99369489074
276,9840.476311100942
277,6087.794648025109
278,10740.111182316155
279,7099.110607601235
280,9762.628057833685
