Id,Sales
1,4412.2153
2,7460.5728
3,9452.023
4,6174.787
5,6840.9087
6,5850.7256
7,8093.2793
8,7751.5874
9,5556.904
10,5710.964
11,7099.3066
12,7990.887
13,6933.8955
14,8189.7544
15,5770.0938
16,4872.179
17,5650.2456
18,9951.573
19,10628.02
20,9687.748
21,7768.3296
22,4687.9004
23,5928.3325
24,4428.3135
25,8249.014
26,10754.572
27,9473.134
28,5877.5684
29,5054.961
30,4371.174
31,5403.174
32,10523.702
33,6537.2646
34,5433.0034
35,5641.473
36,7633.586
37,3704.216
38,7623.494
39,4456.213
40,6971.689
41,6937.4546
42,5734.665
43,7596.1235
44,6963.973
45,5281.869
46,6714.7646
47,7091.2803
48,11710.977
49,5998.826
50,8493.227
51,7579.391
52,9598.553
53,6606.839
54,9545.619
55,4744.941
56,4941.8447
57,6100.806
58,6190.9756
59,9343.648
60,7897.0786
61,5686.232
62,7601.595
63,6986.407
64,9803.545
65,3788.8792
66,13188.935
67,5020.0425
68,6242.8677
69,8490.303
70,4898.3022
71,6016.8545
72,6307.4497
73,7516.4414
74,5664.27
75,5468.227
76,7923.077
77,7850.5093
78,7046.558
79,5020.6934
80,7543.856
81,11720.966
82,6706.053
83,4572.652
84,6957.9443
85,6229.2407
86,5996.8525
87,7617.1777
88,3877.0298
89,8021.432
90,6407.0073
91,6940.585
92,7094.108
93,4285.619
94,6044.546
95,5377.122
96,8567.566
97,8760.063
98,5278.9478
99,4668.1636
100,7168.691
101,6020.5684
102,5790.6313
103,7274.6343
104,6830.457
105,7846.5864
106,5674.583
107,4608.743
108,6387.865
109,7699.5947
110,8059.5312
111,8487.332
112,8170.195
113,5865.7065
114,9137.135
115,5669.075
116,7575.669
117,9278.208
118,6539.616
119,9801.787
120,7932.673
121,7706.2583
122,6011.4277
123,7205.166
124,7978.565
125,6356.891
126,4076.8452
127,5570.6543
128,7933.1416
129,6679.7075
130,4743.072
131,8350.992
132,6426.2983
133,5940.349
134,6198.6274
135,5229.1177
136,7376.1255
137,7005.658
138,6992.467
139,5598.754
140,5040.79
141,6404.282
142,4003.8918
143,6475.813
144,5468.488
145,8563.049
146,7614.614
147,6775.4326
148,11089.453
149,5489.057
150,5166.5044
151,10040.668
152,6689.4116
153,8443.158
154,7556.7393
155,5628.8525
156,6409.1772
157,5584.657
158,7962.6763
159,10947.9375
160,6196.056
161,3390.4119
162,4889.4937
163,8443.513
164,9446.066
165,6088.621
166,6878.543
167,4888.561
168,5348.839
169,3354.8606
170,4920.2695
171,6284.054
172,7404.9
173,6734.1406
174,6275.8716
175,8051.118
176,9291.42
177,7677.3306
178,5026.1943
179,9766.709
180,10032.35
181,6004.591
182,7538.2603
183,5351.156
184,6600.7793
185,4394.5107
186,7517.115
187,5286.264
188,9219.026
189,6999.1396
190,8557.113
191,8185.03
192,5539.3076
193,8804.752
194,19032.506
195,10903.973
196,5967.9106
197,3068.404
198,6197.9653
199,8917.4
200,5874.3345
201,12273.186
202,19295.695
203,4065.9707
204,5657.202
205,10022.575
206,4908.433
207,7829.9897
208,6908.058
209,7659.6084
210,5462.977
211,6930.9927
212,6306.6855
213,7465.897
214,9533.6
215,6539.9526
216,6016.8887
217,7121.3613
218,5389.9653
219,5150.0166
220,8054.859
221,5741.885
222,6041.445
223,7133.9995
224,6182.2837
225,5851.4736
226,7275.273
227,7265.5713
228,8588.88
229,6931.1445
230,7387.2217
231,5698.394
232,3941.347
233,6697.6924
234,6583.84
235,5644.665
236,4702.792
237,9002.585
238,7027.844
239,9017.229
240,7037.564
241,5712.8486
242,5316.782
243,4482.8677
244,9682.603
245,5395.8447
246,7797.845
247,15275.578
248,7719.2056
249,7414.335
250,5158.3105
251,4466.946
252,7093.1064
253,4172.601
254,5862.1997
255,10211.728
256,5620.51
257,16077.494
258,14418.805
259,5330.762
260,7058.882
261,5576.8584
262,6771.2075
263,5538.198
264,11461.096
265,7927.3555
266,9486.071
267,4532.785
268,7382.7773
269,5272.2397
270,8620.452
271,7153.589
272,6302.0674
273,6767.779
274,6673.403
275,8347.91
276,9600.723
277,6155.141
278,10402.961
279,6794.984
280,9523.866
281,5655.147
282,5317.599
283,5490.162
284,10146.003
285,6388.676
286,7851.086
287,7272.9277
288,9121.958
289,4605.706
290,8206.096
291,6731.983
292,4078.0042
293,14040.711
294,17055.596
295,7229.025
296,7461.206
297,9124.272
298,10204.834
299,10638.851
300,5474.4585
301,7151.2627
302,6042.5913
303,8385.512
304,4106.9824
305,5906.4497
306,5660.4087
307,5741.594
308,7232.5356
309,5482.286
310,4803.981
311,6873.8867
312,4067.6038
313,4964.05
314,6177.597
315,6708.2925
